Fuente/Origen,Titulo_URL,Precio,Latitud,Longitud,Dirección,Barrio/Zona,Provincia,Tipología/Producto,google_maps,Fecha de publicación,Vendedor,m2 totales,m2 cubiertos,Dormitorios,Baños
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-dpto-2-dorm.-marquez-de-sobremonte-57009733.html,35999,-31.356596,-64.1924353,Fray Miguel de Mojica 1300,Marqués de Sobremonte,Córdoba,Departamento,"https://maps.google.com/?q=-31.356596,-64.1924353",25-08-2025,Remax Palace,136,68,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-dpto-1-dormitorio-a-estrenar-barrio-centro-57002331.html,64000,-31.4071598,-64.194382,Nicolás Avellaneda 400,Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4071598,-64.194382",25-08-2025,Remax Palace,49,49,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-dorm.-barrio-ipona-57008956.html,36900,-31.44600072,-64.18684959,Avenida Ciudad de Valparaíso 2900,Iponá,Córdoba,Departamento,"https://maps.google.com/?q=-31.446000722206,-64.186849594116",25-08-2025,RE/MAX Cumbre,40,40,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-centro-57007914.html,47000,-31.4101989,-64.1876071,Sucre al 300,Centro,Córdoba,Departamento,"https://maps.google.com/?q=-31.4101989,-64.1876071",25-08-2025,ENCUENTRO SERVICIO INMOBILIARIOS,40,40,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-alto-villasol-2d-57009716.html,109900,-31.392131,-64.2640281,Avenida Colón 6500,Alto Villasol,Córdoba,Departamento,"https://maps.google.com/?q=-31.392131,-64.2640281",25-08-2025,RE/MAX MEDITERRÁNEA II,65,62,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-dpto-nueva-cordoba-1-dorm-balcon-frente-57005938.html,84000,-31.4218902,-64.1831197,Boulevard Poniente Arturo Umberto Illia 200,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4218902,-64.1831197",25-08-2025,RE/MAX ACTIVO,45,45,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-nva-cordoba-vendo-departamento-57006877.html,135000,-31.43,-64.192,Obispo Trejo 1280,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.43,-64.192",31-08-2025,C21 Sociaville,54,54,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-piso-3-dorm-2-cocheras-a-m.-del-parque-57008115.html,270000,-31.42498,-64.179053,Balcarce 548,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.42497999999999,-64.179053",25-08-2025,URBANIZA INVERSIONES INMOBILIARIAS,240,210,3,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-1-dorm.-sobre-peatonal-carlos-paz-57009428.html,69000,-31.4204094,-64.500201,Arturo Orgaz 0,Villa Carlos Paz,Córdoba,Departamento,"https://maps.google.com/?q=-31.4204094,-64.500201",25-08-2025,RE/MAX Mediterránea,52,52,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-de-1-dormitorio-barrio-general-57002531.html,55000,-31.4138423,-64.1734184,Ortiz de Ocampo  al 300,General Paz,Córdoba,Departamento,"https://maps.google.com/?q=-31.4138423,-64.1734184",25-08-2025,Estrategia,50,40,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-3-dorm-3-banos-carlos-paz-centro-57009429.html,135000,-31.4153273,-64.490102,Solís 0,Villa Carlos Paz,Córdoba,Departamento,"https://maps.google.com/?q=-31.4153273,-64.490102",25-08-2025,RE/MAX Mediterránea,86,77,3,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-dpto-1-dorm-sobre-av-pueyrredon-b-nueva-57007878.html,67000,-31.4271566,-64.1897928,Pueyrredon 85,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4271566,-64.18979279999999",29-08-2025,Luciano Caballero,41,41,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-1-d-avellaneda-459-centro-57009741.html,64000,-31.40706519,-64.19437051,Nicolas Avellaneda 400,Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.407065186326,-64.194370508194",25-08-2025,Remax Palace,58,58,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-cordoba-centro-gral.-paz-y-peatonal-9-de-juio-2-57008490.html,43000,-31.41441953,-64.18643063,Av.gral. Paz 81,Centro,Córdoba,Departamento,"https://maps.google.com/?q=-31.4144195273,-64.1864306278",25-08-2025,BA PROPIEDADES SA,37,37,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-amplio-balcon-nva-cba-1-dorm-57001846.html,53900,-31.4230682,-64.1767987,Transito Caceres de Allende  al 300,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4230682,-64.1767987",27-08-2025,Cristian Soler,47,40,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-1-dormitorio-centro-carlos-paz-cordoba-57009761.html,87999,-31.4227636,-64.4981645,Las Heras 200,Villa Carlos Paz,Córdoba,Departamento,"https://maps.google.com/?q=-31.4227636,-64.4981645",25-08-2025,Remax Boulevard,60,60,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-dorm.-m-b-general-paz-57010431.html,87500,-31.4034938,-64.1735152,Félix Frías 1200,Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4034938,-64.1735152",25-08-2025,Remax Social,89,64,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-b-alto-alberdi-con-patio-57007031.html,62000,-31.40530396,-64.21781921,Dean Funes  2700 pb,Alto Alberdi,Córdoba,Departamento,"https://maps.google.com/?q=-31.40530396,-64.21781921",25-08-2025,Inmobiliaria Mas,70,52,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-sr-vende-hermoso-depto-carlos-paz-apto-c-57003656.html,75000,-31.4001814,-64.4800412,Jeronimo Luis de Cabrera 2098,Santa Rita del Lago,Córdoba,Departamento,"https://maps.google.com/?q=-31.4001814,-64.4800412",25-08-2025,SR servicios inmobiliarios,1000,99,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-1-dormitorio-a-estrenar-depsal-57010728.html,79200,-31.4125401,-64.1955263,DEAN FUNES 868,Centro,Córdoba,Departamento,"https://maps.google.com/?q=-31.4125401,-64.1955263",30-08-2025,CF SERVICIOS INMOBILIARIOS,46,42,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-1-dormitorio-b-san-martin-57004403.html,35000,-31.41287994,-64.1829071,MartÍn Garcia  200 3°,San Martín,Córdoba,Departamento,"https://maps.google.com/?q=-31.41287994,-64.1829071",25-08-2025,GRUPO BANKER INVERSIONES INMOBILIARIAS,42,42,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-oportunidad!-depto-2-habitaciones-zona-nuevo-centro-56546188.html,45000,-31.4115662,-64.2122131,wenceslao tejerina,Obrero,Córdoba,Departamento,"https://maps.google.com/?q=-31.4115662,-64.2122131",25-08-2025,Claudia ZamoraAyora,48,48,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-de-2-dorm-balcon-apto-credito-57003278.html,105000,-31.4264088,-64.180911,Obispo Oro 500,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.42640879999999,-64.180911",28-08-2025,Grupo Activa Propiedades,70,60,2,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-centro-57006130.html,65000,-31.411,-64.177,Maipu 508,Centro,Córdoba,Departamento,"https://maps.google.com/?q=-31.411,-64.177",31-08-2025,C21 IRIBARREN,55,55,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-dorm.-apto-credito-57009973.html,52000,-31.4206694,-64.2107431,Avenida J. M. de Pueyrredón 1700,Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4206694,-64.2107431",26-08-2025,REMAX JARDIN,55,55,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-dos-dorm.-opera-park-torre-1-57009736.html,183500,-31.3921442,-64.2265037,Manuel Quintana 1000,Las Rosas,Córdoba,Departamento,"https://maps.google.com/?q=-31.3921442,-64.2265037",25-08-2025,Remax Palace,92,92,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-venta-semipiso-3-frente-cochera-2-auto-2-56859733.html,235000,-31.4260219,-64.1797738,AV Poeta Lugones 212,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4260219,-64.1797738",20-08-2025,HOLLAND INMOBILIARIA,155,110,3,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-piso-en-nueva-cordoba-56723285.html,380000,-31.4280649,-64.185222,Av. Hipolito Yrigoyen al 500,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4280649,-64.185222",05-08-2025,MARTIN & CÍA Consultores inmobiliarios,200,200,4,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-depto-a-estrenar-en-nva-cba-excelente-oportunidad!-56855758.html,147000,-31.43028,-64.1915895,Obispo Trejo 1280- Palatinus Trejo 6° Piso F  (1 Dorm. c/ Escr.),Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.43028,-64.1915895",15-08-2025,Taiana Propiedades,58,55,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-dorm.-en-barrio-guemes-56855799.html,148200,-31.4244351,-64.1937803,Guemes,Güemes,Córdoba,Departamento,"https://maps.google.com/?q=-31.4244351,-64.1937803",15-08-2025,Taiana Propiedades,49,49,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-depto-a-estrenar-en-nva-cba-excelente-oportunidad!-56855755.html,153000,-31.43028,-64.1915895,Obispo Trejo 1280- Palatinus Trejo PB  F (1 Dorm. c/ Escr.),Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.43028,-64.1915895",15-08-2025,Taiana Propiedades,57,55,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-nva-cba-con-amenities-reggia-6-56855771.html,197707,-31.4238155,-64.177218,Reggia 6 |transito Caceres de Allende 430- 13D,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4238155,-64.177218",15-08-2025,Taiana Propiedades,61,50,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-nva-cba-excelente-ubicacion!-56855772.html,154570,-31.4251637,-64.184892,Ituzaingo 400 |reggia 7-  1C,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4251637,-64.184892",15-08-2025,Taiana Propiedades,70,57,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-con-balcon-a-estrenar-en-nueva-56855775.html,126710,-31.4306793,-64.1891583,Ignea 15-av. Ambrosio Olmos 760,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4306793,-64.1891583",15-08-2025,Taiana Propiedades,72,55,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin--espectacular-2d-balcon-con-asador-a-estrenar-housing-56855750.html,246000,-31.3335314,-64.2791565,Housing El Zorzal,Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.3335314,-64.2791565",15-08-2025,Taiana Propiedades,185,138,2,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-vivi-en-un-complejo-sonado-con-pileta-gym-y-seguridad-56861031.html,155000,-31.4082301,-64.1744068,Ibarbalz al 752,General Paz,Córdoba,Departamento,"https://maps.google.com/?q=-31.4082301,-64.1744068",20-08-2025,Lopez Baena Propiedades,98,77,2,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-vende-departamento-una-habitacion-nueva-cordoba-56861003.html,83000,-31.43046951,-64.18533325,Chacabuco  1100 5°,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.43046951,-64.18533325",22-08-2025,GRUPO BANKER INVERSIONES INMOBILIARIAS,42,42,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-loft-a-estrenar-en-nueva-cordoba-56855776.html,89900,-31.4233589,-64.181884,Mapa 06| Rondeau 347- 4° Depto. B-planta Libre - Frente,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4233589,-64.181884",26-08-2025,Taiana Propiedades,38,33,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-nva-cba-con-amenities-reggia-6-56855768.html,169685,-31.4238155,-64.177218,Reggia 6 |transito Caceres de Allende 430- 2E,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4238155,-64.177218",15-08-2025,Taiana Propiedades,89,77,2,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-villa-tical-nuevo-desarrollo-residencial-56845642.html,227485,-31.3041837,-64.2462096,Padre Luchesse San Isidro,San Isidro,Córdoba,Departamento,"https://maps.google.com/?q=-31.3041837,-64.2462096",16-08-2025,Lopez Baena Propiedades,155,88,2,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-1-dormitorio-en-venta-nueva-cordoba-56856868.html,98500,-31.4696845,-64.1997582,Avenida Concejal Felipe Belardinelli & Cruz Roja Argentina,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4696845,-64.1997582",12-08-2025,Loza-Ordano Inmuebles,43,42,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-depto-imperdible-en-pozo-dean-funes-868!-56855766.html,79200,-31.4125336,-64.1955507,Depsal Xviii - Dean Funes 868 -     5 D (1dor),Centro,Córdoba,Departamento,"https://maps.google.com/?q=-31.4125336,-64.1955507",15-08-2025,Taiana Propiedades,47,41,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-1-dorm.-en-torre-aurus-56855764.html,128000,-31.4234165,-64.1899945,Torre Aurus - Av. Velez Sarsfield 677- 1° Piso D,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4234165,-64.1899945",22-08-2025,Taiana Propiedades,60,44,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-deptos-en-construccion-nueva-cordoba-chile-esq-56855726.html,106001,-31.4300322,-64.1894615,Justiniano II - Chile 32| 2 A,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4300322,-64.1894615",15-08-2025,Taiana Propiedades,57,52,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-planta-baja-con-patio-nueva-56855796.html,126800,-31.4230971,-64.1879487,Triba-  San Luis  75    | Departamento PB B,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4230971,-64.1879487",15-08-2025,Taiana Propiedades,58,43,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-pre-lanzamiento-1dor-nva-cba-56855789.html,200100,-31.4218136,-64.181332,Lanin 14- Bv Illia 335- Piso 13a?2 Dorm - Frente,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4218136,-64.181332",15-08-2025,Taiana Propiedades,125,68,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-cerro-de-las-rosas-56861049.html,27000,-31.3942068,-64.2217931,Domingo Zipoli al 900,Cerro de las Rosas,Córdoba,Departamento,"https://maps.google.com/?q=-31.3942068,-64.2217931",16-08-2025,Lopez Baena Propiedades,43,43,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-villa-warcalde-56855798.html,378000,-31.3357517,-64.3023375,Alqantar- Villa Walcarde  Eguia Zanon  9932,Villa Warcalde,Córdoba,Departamento,"https://maps.google.com/?q=-31.3357517,-64.3023375",15-08-2025,Taiana Propiedades,140,140,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-vendo-dep-de-1-dor-en-b-alberdi-duarte-quiros-y-56908013.html,56000,-31.406375,-64.2249918,Comechingones 288,Alberdi,Córdoba,Departamento,"https://maps.google.com/?q=-31.406375,-64.2249918",12-08-2025,Agustín Romero Propiedades,55,45,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-villa-carlos-paz-56899956.html,200000,-31.39972164,-64.48039826,Av. Arturo  Umberto Illia y Gbdor. Alvarez - Costanera Carlos Paz,Costa Azul,Córdoba,Departamento,"https://maps.google.com/?q=-31.3997216367,-64.4803982603",18-08-2025,Sergio Villella Bienes Inmuebles,124,124,3,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-nueva-cordoba-olimpus-xvi-zona-patio-olmos-56915391.html,120000,-31.4197305,-64.191176,Bv. San Juan 373,Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4197305,-64.191176",31-08-2025,Gestiones y Mandatos,75,68,2,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-dor.-cochera-nueva-cordoba-56915636.html,129000,-31.42511098,-64.1812706,San Lorenzo 500,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.425110984173,-64.181270599365",12-08-2025,RE/MAX MEDITERRÁNEA II,61,61,2,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-amplio-departamento-piso-entero-en-chacabu-56907909.html,260000,-31.4263128,-64.1841216,Chacabuco 700,Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4263128,-64.1841216",18-08-2025,RE/MAX MEDITERRÁNEA II,291,219,3,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-con-pileta-el-fantasio.-se-escuchan-56908680.html,44900,-31.43042082,-64.51532364,EL FANTASIO,El Fantasio,Córdoba,Departamento,"https://maps.google.com/?q=-31.43042082421568,-64.51532363891603",12-08-2025,lorena morales,45,45,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-alberdi-2-dorm.-56910923.html,41000,-31.4072587,-64.2001452,Santa Fe 300,Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4072587,-64.2001452",12-08-2025,RE/MAX ACTIVO,48,48,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-vendo-dpto-un-dorm.-duarte-quiros-975-4-piso-56913646.html,47000,-31.4157148,-64.1983386,DUARTE QUIROS 975,Centro,Córdoba,Departamento,"https://maps.google.com/?q=-31.4157148,-64.19833860000001",12-08-2025,Lilian Brunchmann Servicios Inmobiliarios,42,37,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-cofico-2-dor-terraza-propia-estrenar-lavalleja-al-900-56913707.html,91000,-31.4042301,-64.1877438,Juan Antonio Lavalleja 935,Cofico,Córdoba,Departamento,"https://maps.google.com/?q=-31.4042301,-64.18774379999999",30-08-2025,Mundo Raices Inmobiliaria,75,75,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-duplex-tercer-y-ultimo-piso-por-escalera-56907987.html,45000,-31.388048,-64.1836028,Mariano Fragueiro 2348,Alta Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.388048,-64.1836028",22-08-2025,Luciano Caballero,38,38,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-amplio-departamento-2-dorm.-en-venta-56908966.html,38000,-31.4200833,-64.1887761,Malvinas Argentinas al 1600,Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4200833,-64.1887761",12-08-2025,Level Bienes Raices,60,60,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-b-alberdi-1-dormitorio-con-apto-credito-56911283.html,32000,-31.4019014,-64.2025452,12 de Octubre 1747 Alberdi,Alberdi,Córdoba,Departamento,"https://maps.google.com/?q=-31.4019014,-64.2025452",14-08-2025,BR HAUS,39,39,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-b-nueva-cordoba-3-dorm.-de-categoria-con-cochera-56912278.html,190000,-31.4236585,-64.179598,Parana  al 400 Nueva Cordoba,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4236585,-64.179598",14-08-2025,BR HAUS,100,100,3,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-b-nueva-cordoba-3-dorm.-56915326.html,190000,-31.4205963,-64.1816938,Chacabuco  al 300 Nueva Cordoba,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4205963,-64.1816938",14-08-2025,BR HAUS,180,180,3,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-b-alto-alberdi-1-dorm-56912536.html,45000,-31.3998079,-64.2244845,Domingo Zipoli al 300 Alto Alberdi,Alto Alberdi,Córdoba,Departamento,"https://maps.google.com/?q=-31.3998079,-64.2244845",14-08-2025,BR HAUS,53,53,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-cofico-2-dorm.-2-banos-2-balcones-56915392.html,78000,-31.3989911,-64.1876491,Campillo 700,Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.3989911,-64.1876491",31-08-2025,Gestiones y Mandatos,72,65,2,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-1-dormitorio-m-b-general-paz-56915703.html,54000,-31.4034938,-64.1735152,Félix Frías 1200,Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4034938,-64.1735152",25-08-2025,Remax Social,48,44,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-cofico-1-dormitorio-a-56899947.html,93000,-31.4042365,-64.1877443,Lavalleja al 900,Cofico,Córdoba,Departamento,"https://maps.google.com/?q=-31.4042365,-64.1877443",18-08-2025,Sergio Villella Bienes Inmuebles,70,70,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-dpto-en-venta-b-gral-paz-2-dorm-56912318.html,95000,-31.4130337,-64.1607796,Martin de guemes 126,General Paz,Córdoba,Departamento,"https://maps.google.com/?q=-31.4130337,-64.16077960000001",12-08-2025,M&M - Servicios Inmobiliarios,65,65,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-carlos-paz-centro-1-dormitorio-56907989.html,74000,-31.423137,-64.5014959,Lisandro de la Torre 200,Villa Carlos Paz,Córdoba,Departamento,"https://maps.google.com/?q=-31.423137,-64.5014959",12-08-2025,RE/MAX ACTIVO,47,44,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-1-dorm-centro-56911296.html,42000,-31.4204075,-64.1770768,Entre Ríos 500,Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4204075,-64.1770768",12-08-2025,RE/MAX Mediterránea,47,47,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-el-centro-56911497.html,96000,-31.4184025,-64.1941388,Arturo M. Bas al 394,Centro,Córdoba,Departamento,"https://maps.google.com/?q=-31.4184025,-64.1941388",27-08-2025,FIRMA Negocios Inmobiliarios,63,63,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-2-dorm.-barrio-cofico-56915742.html,60000,-31.40345001,-64.18755341,Lavalleja  1000 2°,Cofico,Córdoba,Departamento,"https://maps.google.com/?q=-31.40345001,-64.18755341",12-08-2025,Premier Bienes Raices,76,55,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-b-nueva-cordoba-2-dorm.-con-amenities-56915315.html,158000,-31.42339,-64.1769349,Transito Caces al 400 B° Nueva Cordoba,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.42339,-64.1769349",23-08-2025,BR HAUS,93,93,2,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-nueva-cordoba-57015275.html,75000,-31.4290008,-64.1883166,Crisol 70,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4290008,-64.1883166",26-08-2025,ENCUENTRO SERVICIO INMOBILIARIOS,45,45,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-b-san-martin-57016774.html,48000,-31.38156891,-64.20315552,Esmeralda  400 PB,San Martín,Córdoba,Departamento,"https://maps.google.com/?q=-31.38156891,-64.20315552",27-08-2025,Grupo Forte,49,49,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-loft-a-estrenar-en-nueva-cordoba-57016013.html,94100,-31.4233589,-64.181884,Mapa 06| Rondeau 347- 6° Depto. B-planta Libre - Frente,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4233589,-64.181884",26-08-2025,Taiana Propiedades,54,33,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-nueva-cordoba-ideal-inversion-1-dormitorio-piso-57013843.html,69000,-31.42402,-64.184642,Ituzaingo al 600,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.42402,-64.184642",26-08-2025,JUAREZ BELTRAN,40,40,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-4-dorm.-centro-57011462.html,100000,-31.4105975,-64.1845923,La Rioja  al 100,Centro,Córdoba,Departamento,"https://maps.google.com/?q=-31.4105975,-64.1845923",26-08-2025,JUAREZ BELTRAN,120,120,4,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-1-dormitorio-a-estrenar-nueva-57016524.html,92000,-31.4228755,-64.1788737,Bv Illia 542,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4228755,-64.1788737",27-08-2025,CASTIÑEIRA SALGUERO GESTIÓN INMOBILIARIA,45,45,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-en-novaterra-iii-1-dormitorio-57018720.html,75000,-31.4247847,-64.1966216,AV. Pueyrredón  al 500,Güemes,Córdoba,Departamento,"https://maps.google.com/?q=-31.4247847,-64.1966216",26-08-2025,Lopez Baena Propiedades,52,52,1,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-loft-a-estrenar-en-nueva-cordoba-57016069.html,88400,-31.4233589,-64.181884,Mapa 06| Rondeau 347- 6° Depto. A-planta Libre - Frente,Nueva Córdoba,Córdoba,Departamento,"https://maps.google.com/?q=-31.4233589,-64.181884",26-08-2025,Taiana Propiedades,51,31,1,1
